"","ccode1","ccode2","year","DR_at_1","DR_at_2","period","dipSym","dipSymNext","time.curr","region1","region2","sameregion","region"
"444",2,135,1899,2,2,"1","sym","sym",5,1,1,"yes",1
"445",2,135,1904,2,2,"1","sym","sym",10,1,1,"yes",1
"446",2,135,1909,2,2,"1","sym","x",15,1,1,"yes",1
"447",2,135,1914,2,0,"1","x","sym",0,1,1,"yes",1
"448",2,135,1920,3,3,"1","sym","sym",0,1,1,"yes",1
"449",2,135,1925,3,3,"1","sym","asym",5,1,1,"yes",1
"450",2,135,1930,3,2,"1","asym","sym",0,1,1,"yes",1
"451",2,135,1935,3,3,"1","sym","sym",0,1,1,"yes",1
"452",2,135,1940,3,3,"1","sym","sym",5,1,1,"yes",1
"453",2,135,1950,9,9,"2","sym","sym",15,1,1,"yes",1
"454",2,135,1955,9,9,"2","sym","sym",20,1,1,"yes",1
"455",2,135,1960,9,9,"2","sym","sym",25,1,1,"yes",1
"456",2,135,1965,9,9,"2","sym","sym",30,1,1,"yes",1
"457",2,135,1970,3,3,"3","sym","sym",35,1,1,"yes",1
"458",2,135,1975,3,3,"3","sym","sym",40,1,1,"yes",1
"459",2,135,1980,3,3,"3","sym","sym",45,1,1,"yes",1
"460",2,135,1985,3,3,"3","sym","asym",50,1,1,"yes",1
"461",2,135,1990,1,3,"3","asym","sym",0,1,1,"yes",1
"462",2,135,1995,3,3,"4","sym","sym",0,1,1,"yes",1
"463",2,135,2000,3,3,"4","sym","sym",5,1,1,"yes",1
"465",2,140,1827,1,1,"1","sym","sym",0,1,1,"yes",1
"466",2,140,1832,1,1,"1","sym","asym",5,1,1,"yes",1
"467",2,140,1836,2,1,"1","asym","asym",0,1,1,"yes",1
"468",2,140,1840,2,1,"1","asym","sym",4,1,1,"yes",1
"469",2,140,1844,2,2,"1","sym","asym",0,1,1,"yes",1
"470",2,140,1849,1,2,"1","asym","sym",0,1,1,"yes",1
"471",2,140,1854,2,2,"1","sym","sym",0,1,1,"yes",1
"472",2,140,1859,2,2,"1","sym","sym",5,1,1,"yes",1
"473",2,140,1864,2,2,"1","sym","sym",10,1,1,"yes",1
"474",2,140,1869,2,2,"1","sym","x",15,1,1,"yes",1
"475",2,140,1874,2,0,"1","x","sym",0,1,1,"yes",1
"476",2,140,1879,2,2,"1","sym","sym",0,1,1,"yes",1
"477",2,140,1884,2,2,"1","sym","sym",5,1,1,"yes",1
"478",2,140,1889,2,2,"1","sym","sym",10,1,1,"yes",1
"479",2,140,1894,2,2,"1","sym","sym",15,1,1,"yes",1
"480",2,140,1899,2,2,"1","sym","sym",20,1,1,"yes",1
"481",2,140,1904,2,2,"1","sym","asym",25,1,1,"yes",1
"482",2,140,1909,2,3,"1","asym","sym",0,1,1,"yes",1
"483",2,140,1914,3,3,"1","sym","sym",0,1,1,"yes",1
"484",2,140,1920,3,3,"1","sym","sym",6,1,1,"yes",1
"485",2,140,1925,3,3,"1","sym","sym",11,1,1,"yes",1
"486",2,140,1930,3,3,"1","sym","sym",16,1,1,"yes",1
"487",2,140,1935,3,3,"1","sym","sym",21,1,1,"yes",1
"488",2,140,1940,3,3,"1","sym","sym",26,1,1,"yes",1
"489",2,140,1950,9,9,"2","sym","sym",36,1,1,"yes",1
"490",2,140,1955,9,9,"2","sym","sym",41,1,1,"yes",1
"491",2,140,1960,9,9,"2","sym","sym",46,1,1,"yes",1
"492",2,140,1965,9,9,"2","sym","sym",51,1,1,"yes",1
"493",2,140,1970,3,3,"3","sym","sym",56,1,1,"yes",1
"494",2,140,1975,3,3,"3","sym","sym",61,1,1,"yes",1
"495",2,140,1980,3,3,"3","sym","sym",66,1,1,"yes",1
"496",2,140,1985,3,3,"3","sym","sym",71,1,1,"yes",1
"497",2,140,1990,3,3,"3","sym","sym",76,1,1,"yes",1
"498",2,140,1995,3,3,"4","sym","sym",81,1,1,"yes",1
"499",2,140,2000,3,3,"4","sym","sym",86,1,1,"yes",1
"501",2,145,1849,0,1,"1","x","x",0,1,1,"yes",1
"502",2,145,1854,0,1,"1","x","x",5,1,1,"yes",1
"503",2,145,1859,0,1,"1","x","x",10,1,1,"yes",1
"504",2,145,1864,0,2,"1","x","x",15,1,1,"yes",1
"505",2,145,1869,0,2,"1","x","x",20,1,1,"yes",1
"506",2,145,1874,0,2,"1","x","x",25,1,1,"yes",1
"507",2,145,1879,0,2,"1","x","sym",30,1,1,"yes",1
"508",2,145,1884,2,2,"1","sym","sym",0,1,1,"yes",1
"509",2,145,1889,2,2,"1","sym","x",5,1,1,"yes",1
"510",2,145,1894,0,2,"1","x","sym",0,1,1,"yes",1
"511",2,145,1899,2,2,"1","sym","sym",0,1,1,"yes",1
"512",2,145,1904,2,2,"1","sym","sym",5,1,1,"yes",1
"513",2,145,1909,2,2,"1","sym","sym",10,1,1,"yes",1
"514",2,145,1914,2,2,"1","sym","sym",15,1,1,"yes",1
"515",2,145,1920,2,2,"1","sym","sym",21,1,1,"yes",1
"516",2,145,1925,2,2,"1","sym","sym",26,1,1,"yes",1
"517",2,145,1930,2,2,"1","sym","sym",31,1,1,"yes",1
"518",2,145,1935,2,2,"1","sym","sym",36,1,1,"yes",1
"519",2,145,1940,2,2,"1","sym","x",41,1,1,"yes",1
"520",2,145,1950,9,0,"2","x","sym",0,1,1,"yes",1
"521",2,145,1955,9,9,"2","sym","sym",0,1,1,"yes",1
"522",2,145,1960,9,9,"2","sym","sym",5,1,1,"yes",1
"523",2,145,1965,9,9,"2","sym","sym",10,1,1,"yes",1
"524",2,145,1970,3,3,"3","sym","sym",15,1,1,"yes",1
"525",2,145,1975,3,3,"3","sym","sym",20,1,1,"yes",1
"526",2,145,1980,3,3,"3","sym","sym",25,1,1,"yes",1
"527",2,145,1985,3,3,"3","sym","sym",30,1,1,"yes",1
"528",2,145,1990,3,3,"3","sym","sym",35,1,1,"yes",1
"529",2,145,1995,3,3,"4","sym","asym",40,1,1,"yes",1
"530",2,145,2000,1,3,"4","asym","sym",0,1,1,"yes",1
"541",2,150,1899,0,2,"1","x","x",0,1,1,"yes",1
"542",2,150,1904,0,2,"1","x","sym",5,1,1,"yes",1
"543",2,150,1909,2,2,"1","sym","sym",0,1,1,"yes",1
"544",2,150,1914,2,2,"1","sym","sym",5,1,1,"yes",1
"545",2,150,1920,2,2,"1","sym","sym",11,1,1,"yes",1
"546",2,150,1925,2,2,"1","sym","sym",16,1,1,"yes",1
"547",2,150,1930,2,2,"1","sym","sym",21,1,1,"yes",1
"548",2,150,1935,2,2,"1","sym","sym",26,1,1,"yes",1
"549",2,150,1940,2,2,"1","sym","sym",31,1,1,"yes",1
"550",2,150,1950,9,9,"2","sym","sym",41,1,1,"yes",1
"551",2,150,1955,9,9,"2","sym","sym",46,1,1,"yes",1
"552",2,150,1960,9,9,"2","sym","sym",51,1,1,"yes",1
"553",2,150,1965,9,9,"2","sym","sym",56,1,1,"yes",1
"554",2,150,1970,3,3,"3","sym","x",61,1,1,"yes",1
"555",2,150,1975,0,3,"3","x","sym",0,1,1,"yes",1
"556",2,150,1980,3,3,"3","sym","sym",0,1,1,"yes",1
"557",2,150,1985,3,3,"3","sym","sym",5,1,1,"yes",1
"558",2,150,1990,3,3,"3","sym","sym",10,1,1,"yes",1
"559",2,150,1995,3,3,"4","sym","sym",15,1,1,"yes",1
"560",2,150,2000,3,3,"4","sym","sym",20,1,1,"yes",1
"562",2,155,1840,1,1,"1","sym","x",0,1,1,"yes",1
"563",2,155,1844,0,1,"1","x","asym",0,1,1,"yes",1
"564",2,155,1849,2,1,"1","asym","sym",0,1,1,"yes",1
"565",2,155,1854,2,2,"1","sym","asym",0,1,1,"yes",1
"566",2,155,1859,1,2,"1","asym","asym",0,1,1,"yes",1
"567",2,155,1864,1,2,"1","asym","asym",5,1,1,"yes",1
"568",2,155,1869,1,2,"1","asym","asym",10,1,1,"yes",1
"569",2,155,1874,1,2,"1","asym","asym",15,1,1,"yes",1
"570",2,155,1879,1,2,"1","asym","sym",20,1,1,"yes",1
"571",2,155,1884,2,2,"1","sym","sym",0,1,1,"yes",1
"572",2,155,1889,2,2,"1","sym","sym",5,1,1,"yes",1
"573",2,155,1894,2,2,"1","sym","sym",10,1,1,"yes",1
"574",2,155,1899,2,2,"1","sym","sym",15,1,1,"yes",1
"575",2,155,1904,2,2,"1","sym","sym",20,1,1,"yes",1
"576",2,155,1909,2,2,"1","sym","sym",25,1,1,"yes",1
"577",2,155,1914,2,2,"1","sym","sym",30,1,1,"yes",1
"578",2,155,1920,3,3,"1","sym","sym",36,1,1,"yes",1
"579",2,155,1925,3,3,"1","sym","sym",41,1,1,"yes",1
"580",2,155,1930,3,3,"1","sym","sym",46,1,1,"yes",1
"581",2,155,1935,3,3,"1","sym","sym",51,1,1,"yes",1
"582",2,155,1940,3,3,"1","sym","sym",56,1,1,"yes",1
"583",2,155,1950,9,9,"2","sym","sym",66,1,1,"yes",1
"584",2,155,1955,9,9,"2","sym","sym",71,1,1,"yes",1
"585",2,155,1960,9,9,"2","sym","sym",76,1,1,"yes",1
"586",2,155,1965,9,9,"2","sym","sym",81,1,1,"yes",1
"587",2,155,1970,3,3,"3","sym","sym",86,1,1,"yes",1
"588",2,155,1975,3,3,"3","sym","sym",91,1,1,"yes",1
"589",2,155,1980,3,3,"3","sym","sym",96,1,1,"yes",1
"590",2,155,1985,3,3,"3","sym","sym",101,1,1,"yes",1
"591",2,155,1990,3,3,"3","sym","sym",106,1,1,"yes",1
"592",2,155,1995,3,3,"4","sym","sym",111,1,1,"yes",1
"593",2,155,2000,3,3,"4","sym","sym",116,1,1,"yes",1
"595",2,160,1844,2,0,"1","x","x",0,1,1,"yes",1
"596",2,160,1849,0,1,"1","x","asym",5,1,1,"yes",1
"597",2,160,1854,2,1,"1","asym","x",0,1,1,"yes",1
"598",2,160,1859,0,2,"1","x","x",0,1,1,"yes",1
"599",2,160,1864,0,2,"1","x","sym",5,1,1,"yes",1
"600",2,160,1869,2,2,"1","sym","sym",0,1,1,"yes",1
"601",2,160,1874,2,2,"1","sym","sym",5,1,1,"yes",1
"602",2,160,1879,2,2,"1","sym","sym",10,1,1,"yes",1
"603",2,160,1884,2,2,"1","sym","sym",15,1,1,"yes",1
"604",2,160,1889,2,2,"1","sym","x",20,1,1,"yes",1
"605",2,160,1894,0,2,"1","x","sym",0,1,1,"yes",1
"606",2,160,1899,2,2,"1","sym","sym",0,1,1,"yes",1
"607",2,160,1904,2,2,"1","sym","sym",5,1,1,"yes",1
"608",2,160,1909,2,2,"1","sym","sym",10,1,1,"yes",1
"609",2,160,1914,2,2,"1","sym","sym",15,1,1,"yes",1
"610",2,160,1920,3,3,"1","sym","sym",21,1,1,"yes",1
"611",2,160,1925,3,3,"1","sym","sym",26,1,1,"yes",1
"612",2,160,1930,3,3,"1","sym","sym",31,1,1,"yes",1
"613",2,160,1935,3,3,"1","sym","sym",36,1,1,"yes",1
"614",2,160,1940,3,3,"1","sym","sym",41,1,1,"yes",1
"615",2,160,1950,9,9,"2","sym","sym",51,1,1,"yes",1
"616",2,160,1955,9,9,"2","sym","sym",56,1,1,"yes",1
"617",2,160,1960,9,9,"2","sym","sym",61,1,1,"yes",1
"618",2,160,1965,9,9,"2","sym","sym",66,1,1,"yes",1
"619",2,160,1970,3,3,"3","sym","sym",71,1,1,"yes",1
"620",2,160,1975,3,3,"3","sym","sym",76,1,1,"yes",1
"621",2,160,1980,3,3,"3","sym","sym",81,1,1,"yes",1
"622",2,160,1985,3,3,"3","sym","sym",86,1,1,"yes",1
"623",2,160,1990,3,3,"3","sym","sym",91,1,1,"yes",1
"624",2,160,1995,3,3,"4","sym","sym",96,1,1,"yes",1
"625",2,160,2000,3,3,"4","sym","sym",101,1,1,"yes",1
"627",2,165,1884,0,2,"1","x","x",0,1,1,"yes",1
"628",2,165,1889,0,2,"1","x","x",5,1,1,"yes",1
"629",2,165,1894,0,2,"1","x","x",10,1,1,"yes",1
"630",2,165,1899,0,2,"1","x","sym",15,1,1,"yes",1
"631",2,165,1904,2,2,"1","sym","sym",0,1,1,"yes",1
"632",2,165,1909,2,2,"1","sym","sym",5,1,1,"yes",1
"633",2,165,1914,2,2,"1","sym","sym",10,1,1,"yes",1
"634",2,165,1920,2,2,"1","sym","sym",16,1,1,"yes",1
"635",2,165,1925,2,2,"1","sym","sym",21,1,1,"yes",1
"636",2,165,1930,2,2,"1","sym","sym",26,1,1,"yes",1
"637",2,165,1935,2,2,"1","sym","sym",31,1,1,"yes",1
"638",2,165,1940,2,2,"1","sym","sym",36,1,1,"yes",1
"639",2,165,1950,9,9,"2","sym","sym",46,1,1,"yes",1
"640",2,165,1955,9,9,"2","sym","sym",51,1,1,"yes",1
"641",2,165,1960,9,9,"2","sym","sym",56,1,1,"yes",1
"642",2,165,1965,9,9,"2","sym","sym",61,1,1,"yes",1
"643",2,165,1970,3,3,"3","sym","sym",66,1,1,"yes",1
"644",2,165,1975,3,3,"3","sym","sym",71,1,1,"yes",1
"645",2,165,1980,3,3,"3","sym","sym",76,1,1,"yes",1
"646",2,165,1985,3,3,"3","sym","asym",81,1,1,"yes",1
"647",2,165,1990,1,3,"3","asym","sym",0,1,1,"yes",1
"648",2,165,1995,3,3,"4","sym","sym",0,1,1,"yes",1
"649",2,165,2000,3,3,"4","sym","sym",5,1,1,"yes",1
"651",2,200,1817,2,2,"1","sym","asym",0,1,2,"no",6
"652",2,200,1824,9,2,"1","asym","sym",0,1,2,"no",6
"653",2,200,1827,2,2,"1","sym","sym",0,1,2,"no",6
"654",2,200,1832,2,2,"1","sym","sym",5,1,2,"no",6
"655",2,200,1836,2,2,"1","sym","sym",9,1,2,"no",6
"656",2,200,1840,2,2,"1","sym","sym",13,1,2,"no",6
"657",2,200,1844,2,2,"1","sym","sym",17,1,2,"no",6
"658",2,200,1849,2,2,"1","sym","sym",22,1,2,"no",6
"659",2,200,1854,2,2,"1","sym","sym",27,1,2,"no",6
"660",2,200,1859,2,2,"1","sym","sym",32,1,2,"no",6
"661",2,200,1864,2,2,"1","sym","sym",37,1,2,"no",6
"662",2,200,1869,2,2,"1","sym","sym",42,1,2,"no",6
"663",2,200,1874,2,2,"1","sym","sym",47,1,2,"no",6
"664",2,200,1879,2,2,"1","sym","sym",52,1,2,"no",6
"665",2,200,1884,2,2,"1","sym","sym",57,1,2,"no",6
"666",2,200,1889,2,2,"1","sym","sym",62,1,2,"no",6
"667",2,200,1894,3,3,"1","sym","sym",67,1,2,"no",6
"668",2,200,1899,3,3,"1","sym","sym",72,1,2,"no",6
"669",2,200,1904,3,3,"1","sym","sym",77,1,2,"no",6
"670",2,200,1909,3,3,"1","sym","sym",82,1,2,"no",6
"671",2,200,1914,3,3,"1","sym","sym",87,1,2,"no",6
"672",2,200,1920,3,3,"1","sym","sym",93,1,2,"no",6
"673",2,200,1925,3,3,"1","sym","sym",98,1,2,"no",6
"674",2,200,1930,3,3,"1","sym","sym",103,1,2,"no",6
"675",2,200,1935,3,3,"1","sym","sym",108,1,2,"no",6
"676",2,200,1940,3,3,"1","sym","sym",113,1,2,"no",6
"677",2,200,1950,9,9,"2","sym","sym",123,1,2,"no",6
"678",2,200,1955,9,9,"2","sym","sym",128,1,2,"no",6
"679",2,200,1960,9,9,"2","sym","sym",133,1,2,"no",6
"680",2,200,1965,9,9,"2","sym","sym",138,1,2,"no",6
"681",2,200,1970,3,3,"3","sym","sym",143,1,2,"no",6
"682",2,200,1975,3,3,"3","sym","sym",148,1,2,"no",6
"683",2,200,1980,3,3,"3","sym","sym",153,1,2,"no",6
"684",2,200,1985,3,3,"3","sym","sym",158,1,2,"no",6
"685",2,200,1990,3,3,"3","sym","sym",163,1,2,"no",6
"686",2,200,1995,3,3,"4","sym","sym",168,1,2,"no",6
"687",2,200,2000,3,3,"4","sym","asym",173,1,2,"no",6
"689",2,205,1925,9,0,"1","x","x",0,1,2,"no",6
"690",2,205,1930,0,2,"1","x","sym",5,1,2,"no",6
"691",2,205,1935,2,2,"1","sym","sym",0,1,2,"no",6
"692",2,205,1940,2,2,"1","sym","sym",5,1,2,"no",6
"693",2,205,1950,9,9,"2","sym","sym",15,1,2,"no",6
"694",2,205,1955,9,9,"2","sym","sym",20,1,2,"no",6
"695",2,205,1960,9,9,"2","sym","sym",25,1,2,"no",6
"696",2,205,1965,9,9,"2","sym","sym",30,1,2,"no",6
"697",2,205,1970,3,3,"3","sym","sym",35,1,2,"no",6
"698",2,205,1975,3,3,"3","sym","sym",40,1,2,"no",6
"699",2,205,1980,3,3,"3","sym","sym",45,1,2,"no",6
"700",2,205,1985,3,3,"3","sym","sym",50,1,2,"no",6
"701",2,205,1990,3,3,"3","sym","sym",55,1,2,"no",6
"702",2,205,1995,3,3,"4","sym","sym",60,1,2,"no",6
"703",2,205,2000,3,3,"4","sym","sym",65,1,2,"no",6
"705",2,210,1817,2,2,"1","sym","x",0,1,2,"no",6
"706",2,210,1824,0,1,"1","x","asym",0,1,2,"no",6
"707",2,210,1827,2,1,"1","asym","sym",0,1,2,"no",6
"708",2,210,1832,2,2,"1","sym","sym",0,1,2,"no",6
"709",2,210,1836,1,1,"1","sym","sym",4,1,2,"no",6
"710",2,210,1840,1,1,"1","sym","sym",8,1,2,"no",6
"711",2,210,1844,1,1,"1","sym","sym",12,1,2,"no",6
"712",2,210,1849,1,1,"1","sym","sym",17,1,2,"no",6
"713",2,210,1854,1,1,"1","sym","sym",22,1,2,"no",6
"714",2,210,1859,2,2,"1","sym","sym",27,1,2,"no",6
"715",2,210,1864,2,2,"1","sym","sym",32,1,2,"no",6
"716",2,210,1869,2,2,"1","sym","sym",37,1,2,"no",6
"717",2,210,1874,2,2,"1","sym","sym",42,1,2,"no",6
"718",2,210,1879,2,2,"1","sym","sym",47,1,2,"no",6
"719",2,210,1884,2,2,"1","sym","sym",52,1,2,"no",6
"720",2,210,1889,2,2,"1","sym","sym",57,1,2,"no",6
"721",2,210,1894,2,2,"1","sym","sym",62,1,2,"no",6
"722",2,210,1899,2,2,"1","sym","sym",67,1,2,"no",6
"723",2,210,1904,2,2,"1","sym","sym",72,1,2,"no",6
"724",2,210,1909,2,2,"1","sym","sym",77,1,2,"no",6
"725",2,210,1914,2,2,"1","sym","sym",82,1,2,"no",6
"726",2,210,1920,2,2,"1","sym","sym",88,1,2,"no",6
"727",2,210,1925,2,2,"1","sym","sym",93,1,2,"no",6
"728",2,210,1930,2,2,"1","sym","sym",98,1,2,"no",6
"729",2,210,1935,2,2,"1","sym","sym",103,1,2,"no",6
"730",2,210,1940,2,2,"1","sym","sym",108,1,2,"no",6
"731",2,210,1950,9,9,"2","sym","sym",118,1,2,"no",6
"732",2,210,1955,9,9,"2","sym","sym",123,1,2,"no",6
"733",2,210,1960,9,9,"2","sym","sym",128,1,2,"no",6
"734",2,210,1965,9,9,"2","sym","x",133,1,2,"no",6
"735",2,210,1970,3,0,"3","x","sym",0,1,2,"no",6
"736",2,210,1975,3,3,"3","sym","sym",0,1,2,"no",6
"737",2,210,1980,3,3,"3","sym","sym",5,1,2,"no",6
"738",2,210,1985,3,3,"3","sym","sym",10,1,2,"no",6
"739",2,210,1990,3,3,"3","sym","sym",15,1,2,"no",6
"740",2,210,1995,3,3,"4","sym","sym",20,1,2,"no",6
"741",2,210,2000,3,3,"4","sym","sym",25,1,2,"no",6
"743",2,211,1832,0,9,"1","x","asym",0,1,2,"no",6
"744",2,211,1836,2,1,"1","asym","sym",0,1,2,"no",6
"745",2,211,1840,1,1,"1","sym","sym",0,1,2,"no",6
"746",2,211,1844,1,1,"1","sym","asym",4,1,2,"no",6
"747",2,211,1849,2,1,"1","asym","asym",0,1,2,"no",6
"748",2,211,1854,2,1,"1","asym","sym",5,1,2,"no",6
"749",2,211,1859,2,2,"1","sym","sym",0,1,2,"no",6
"750",2,211,1864,2,2,"1","sym","sym",5,1,2,"no",6
"751",2,211,1869,2,2,"1","sym","sym",10,1,2,"no",6
"752",2,211,1874,2,2,"1","sym","sym",15,1,2,"no",6
"753",2,211,1879,2,2,"1","sym","sym",20,1,2,"no",6
"754",2,211,1884,2,2,"1","sym","sym",25,1,2,"no",6
"755",2,211,1889,2,2,"1","sym","sym",30,1,2,"no",6
"756",2,211,1894,2,2,"1","sym","sym",35,1,2,"no",6
"757",2,211,1899,2,2,"1","sym","sym",40,1,2,"no",6
"758",2,211,1904,2,2,"1","sym","sym",45,1,2,"no",6
"759",2,211,1909,2,2,"1","sym","sym",50,1,2,"no",6
"760",2,211,1914,2,2,"1","sym","asym",55,1,2,"no",6
"761",2,211,1920,2,3,"1","asym","asym",0,1,2,"no",6
"762",2,211,1925,2,3,"1","asym","sym",5,1,2,"no",6
"763",2,211,1930,3,3,"1","sym","sym",0,1,2,"no",6
"764",2,211,1935,3,3,"1","sym","sym",5,1,2,"no",6
"765",2,211,1940,3,3,"1","sym","sym",10,1,2,"no",6
"766",2,211,1950,9,9,"2","sym","sym",20,1,2,"no",6
"767",2,211,1955,9,9,"2","sym","sym",25,1,2,"no",6
"768",2,211,1960,9,9,"2","sym","sym",30,1,2,"no",6
"769",2,211,1965,9,9,"2","sym","sym",35,1,2,"no",6
"770",2,211,1970,3,3,"3","sym","sym",40,1,2,"no",6
"771",2,211,1975,3,3,"3","sym","sym",45,1,2,"no",6
"772",2,211,1980,3,3,"3","sym","sym",50,1,2,"no",6
"773",2,211,1985,3,3,"3","sym","sym",55,1,2,"no",6
"774",2,211,1990,3,3,"3","sym","sym",60,1,2,"no",6
"775",2,211,1995,3,3,"4","sym","sym",65,1,2,"no",6
"776",2,211,2000,3,3,"4","sym","sym",70,1,2,"no",6
"778",2,212,1920,0,2,"1","x","x",0,1,2,"no",6
"779",2,212,1925,0,2,"1","x","asym",5,1,2,"no",6
"780",2,212,1930,1,2,"1","asym","asym",0,1,2,"no",6
"781",2,212,1935,1,2,"1","asym","asym",5,1,2,"no",6
"782",2,212,1940,1,2,"1","asym","sym",10,1,2,"no",6
"783",2,212,1950,9,9,"2","sym","sym",0,1,2,"no",6
"784",2,212,1955,9,9,"2","sym","sym",5,1,2,"no",6
"785",2,212,1960,9,9,"2","sym","sym",10,1,2,"no",6
"786",2,212,1965,9,9,"2","sym","sym",15,1,2,"no",6
"787",2,212,1970,3,3,"3","sym","sym",20,1,2,"no",6
"788",2,212,1975,3,3,"3","sym","sym",25,1,2,"no",6
"789",2,212,1980,3,3,"3","sym","sym",30,1,2,"no",6
"790",2,212,1985,3,3,"3","sym","sym",35,1,2,"no",6
"791",2,212,1990,3,3,"3","sym","sym",40,1,2,"no",6
"792",2,212,1995,3,3,"4","sym","sym",45,1,2,"no",6
"793",2,212,2000,3,3,"4","sym","sym",50,1,2,"no",6
"795",2,220,1817,2,2,"1","sym","asym",0,1,2,"no",6
"796",2,220,1824,9,2,"1","asym","sym",0,1,2,"no",6
"797",2,220,1827,2,2,"1","sym","sym",0,1,2,"no",6
"798",2,220,1832,2,2,"1","sym","sym",5,1,2,"no",6
"799",2,220,1836,2,2,"1","sym","sym",9,1,2,"no",6
"800",2,220,1840,2,2,"1","sym","asym",13,1,2,"no",6
"801",2,220,1844,2,1,"1","asym","sym",0,1,2,"no",6
"802",2,220,1849,2,2,"1","sym","sym",0,1,2,"no",6
"803",2,220,1854,2,2,"1","sym","sym",5,1,2,"no",6
"804",2,220,1859,2,2,"1","sym","sym",10,1,2,"no",6
"805",2,220,1864,2,2,"1","sym","sym",15,1,2,"no",6
"806",2,220,1869,2,2,"1","sym","sym",20,1,2,"no",6
"807",2,220,1874,2,2,"1","sym","sym",25,1,2,"no",6
"808",2,220,1879,2,2,"1","sym","sym",30,1,2,"no",6
"809",2,220,1884,2,2,"1","sym","sym",35,1,2,"no",6
"810",2,220,1889,2,2,"1","sym","sym",40,1,2,"no",6
"811",2,220,1894,3,3,"1","sym","sym",45,1,2,"no",6
"812",2,220,1899,3,3,"1","sym","sym",50,1,2,"no",6
"813",2,220,1904,3,3,"1","sym","sym",55,1,2,"no",6
"814",2,220,1909,3,3,"1","sym","sym",60,1,2,"no",6
"815",2,220,1914,3,3,"1","sym","sym",65,1,2,"no",6
"816",2,220,1920,3,3,"1","sym","sym",71,1,2,"no",6
"817",2,220,1925,3,3,"1","sym","sym",76,1,2,"no",6
"818",2,220,1930,3,3,"1","sym","sym",81,1,2,"no",6
"819",2,220,1935,3,3,"1","sym","sym",86,1,2,"no",6
"820",2,220,1940,3,3,"1","sym","sym",91,1,2,"no",6
"821",2,220,1950,9,9,"2","sym","sym",101,1,2,"no",6
"822",2,220,1955,9,9,"2","sym","sym",106,1,2,"no",6
"823",2,220,1960,9,9,"2","sym","sym",111,1,2,"no",6
"824",2,220,1965,9,9,"2","sym","sym",116,1,2,"no",6
"825",2,220,1970,3,3,"3","sym","sym",121,1,2,"no",6
"826",2,220,1975,3,3,"3","sym","sym",126,1,2,"no",6
"827",2,220,1980,3,3,"3","sym","sym",131,1,2,"no",6
"828",2,220,1985,3,3,"3","sym","sym",136,1,2,"no",6
"829",2,220,1990,3,3,"3","sym","sym",141,1,2,"no",6
"830",2,220,1995,3,3,"4","sym","sym",146,1,2,"no",6
"831",2,220,2000,3,3,"4","sym","sym",151,1,2,"no",6
"848",2,225,1854,0,2,"1","x","x",0,1,2,"no",6
"849",2,225,1859,0,2,"1","x","x",5,1,2,"no",6
"850",2,225,1864,0,2,"1","x","x",10,1,2,"no",6
"851",2,225,1869,0,2,"1","x","x",15,1,2,"no",6
"852",2,225,1874,0,2,"1","x","x",20,1,2,"no",6
"853",2,225,1879,0,1,"1","x","sym",25,1,2,"no",6
"854",2,225,1884,2,2,"1","sym","sym",0,1,2,"no",6
"855",2,225,1889,2,2,"1","sym","sym",5,1,2,"no",6
"856",2,225,1894,2,2,"1","sym","sym",10,1,2,"no",6
"857",2,225,1899,2,2,"1","sym","sym",15,1,2,"no",6
"858",2,225,1904,2,2,"1","sym","sym",20,1,2,"no",6
"859",2,225,1909,2,2,"1","sym","x",25,1,2,"no",6
"860",2,225,1914,2,0,"1","x","sym",0,1,2,"no",6
"861",2,225,1920,2,2,"1","sym","sym",0,1,2,"no",6
"862",2,225,1925,2,2,"1","sym","sym",5,1,2,"no",6
"863",2,225,1930,2,2,"1","sym","sym",10,1,2,"no",6
"864",2,225,1935,2,2,"1","sym","sym",15,1,2,"no",6
"865",2,225,1940,2,2,"1","sym","sym",20,1,2,"no",6
"866",2,225,1950,9,9,"2","sym","sym",30,1,2,"no",6
"867",2,225,1955,9,9,"2","sym","sym",35,1,2,"no",6
"868",2,225,1960,9,9,"2","sym","sym",40,1,2,"no",6
"869",2,225,1965,9,9,"2","sym","sym",45,1,2,"no",6
"870",2,225,1970,3,3,"3","sym","sym",50,1,2,"no",6
"871",2,225,1975,3,3,"3","sym","sym",55,1,2,"no",6
"872",2,225,1980,3,3,"3","sym","sym",60,1,2,"no",6
"873",2,225,1985,3,3,"3","sym","sym",65,1,2,"no",6
"874",2,225,1990,3,3,"3","sym","sym",70,1,2,"no",6
"875",2,225,1995,3,3,"4","sym","sym",75,1,2,"no",6
"876",2,225,2000,3,3,"4","sym","sym",80,1,2,"no",6
"878",2,230,1817,2,2,"1","sym","x",0,1,2,"no",6
"879",2,230,1824,9,0,"1","x","asym",0,1,2,"no",6
"880",2,230,1827,1,2,"1","asym","asym",0,1,2,"no",6
"881",2,230,1832,2,1,"1","asym","x",5,1,2,"no",6
"882",2,230,1836,2,0,"1","x","sym",0,1,2,"no",6
"883",2,230,1840,2,2,"1","sym","sym",0,1,2,"no",6
"884",2,230,1844,2,2,"1","sym","sym",4,1,2,"no",6
"885",2,230,1849,2,2,"1","sym","sym",9,1,2,"no",6
"886",2,230,1854,2,2,"1","sym","sym",14,1,2,"no",6
"887",2,230,1859,2,2,"1","sym","sym",19,1,2,"no",6
